station_abbr;reference_timestamp;kabetuh0;khpoach0;kaalnuh0;kacoryh0;kafaguh0;kafraxh0;kaquerh0
PLS;18.03.2024 00:00;0;0;4;0;0;9;0
PLS;18.03.2024 01:00;0;0;0;0;0;2;0
PLS;18.03.2024 02:00;0;0;2;0;0;0;0
PLS;18.03.2024 03:00;0;0;0;0;0;0;0
PLS;18.03.2024 04:00;0;0;0;0;0;0;0
PLS;18.03.2024 05:00;0;0;0;0;0;0;0
PLS;18.03.2024 06:00;0;0;0;0;0;0;0
PLS;18.03.2024 07:00;0;0;0;0;0;0;0
PLS;18.03.2024 08:00;0;0;0;0;0;0;0
PLS;18.03.2024 09:00;0;0;0;0;0;2;0
PLS;18.03.2024 10:00;8;0;0;0;0;0;0
PLS;18.03.2024 11:00;0;0;0;0;0;0;0
PLS;18.03.2024 12:00;0;0;0;0;0;11;0
PLS;18.03.2024 13:00;8;0;0;0;0;4;0
PLS;18.03.2024 14:00;15;0;0;0;0;9;0
PLS;18.03.2024 15:00;15;0;0;0;0;11;0
PLS;18.03.2024 16:00;8;0;2;0;0;20;0
PLS;18.03.2024 17:00;0;0;0;0;0;11;0
PLS;18.03.2024 18:00;8;0;2;0;0;27;0
PLS;18.03.2024 19:00;0;0;0;0;0;9;0
PLS;18.03.2024 20:00;8;0;4;0;0;2;0
PLS;18.03.2024 21:00;0;0;0;0;0;2;0
PLS;18.03.2024 22:00;0;0;0;0;0;0;0
PLS;18.03.2024 23:00;0;0;2;0;0;4;0
PLS;19.03.2024 00:00;8;0;2;0;0;7;0
PLS;19.03.2024 01:00;0;0;0;0;0;7;0
PLS;19.03.2024 02:00;0;0;2;0;0;5;0
PLS;19.03.2024 03:00;0;0;0;0;0;0;0
PLS;19.03.2024 04:00;0;0;0;0;0;2;0
PLS;19.03.2024 05:00;0;0;0;0;0;0;0
PLS;19.03.2024 06:00;0;0;0;0;0;4;0
PLS;19.03.2024 07:00;0;0;0;0;0;4;0
PLS;19.03.2024 08:00;15;0;0;0;0;47;0
PLS;19.03.2024 09:00;46;0;2;0;0;18;0
PLS;19.03.2024 10:00;16;0;2;0;0;20;0
PLS;19.03.2024 11:00;8;0;0;0;0;42;0
PLS;19.03.2024 12:00;39;0;2;0;0;51;0
PLS;19.03.2024 13:00;39;0;7;0;0;69;0
PLS;19.03.2024 14:00;39;0;4;0;0;116;0
PLS;19.03.2024 15:00;77;0;4;8;0;143;0
PLS;19.03.2024 16:00;77;0;4;0;0;109;0
PLS;19.03.2024 17:00;62;0;7;0;0;91;0
PLS;19.03.2024 18:00;54;0;4;0;0;100;0
PLS;19.03.2024 19:00;8;0;0;0;0;33;0
PLS;19.03.2024 20:00;15;0;4;0;0;15;0
PLS;19.03.2024 21:00;8;0;0;0;0;24;0
PLS;19.03.2024 22:00;8;0;0;0;0;2;0
PLS;19.03.2024 23:00;0;0;0;0;0;11;0
PLS;20.03.2024 00:00;0;0;0;0;0;2;0
PLS;20.03.2024 01:00;8;0;0;0;0;11;0
PLS;20.03.2024 02:00;0;0;0;0;0;4;0
PLS;20.03.2024 03:00;8;0;0;0;0;9;0
PLS;20.03.2024 04:00;8;0;0;0;0;2;0
PLS;20.03.2024 05:00;8;0;4;0;0;15;0
PLS;20.03.2024 06:00;8;0;7;0;0;33;0
PLS;20.03.2024 07:00;54;0;2;0;0;45;0
PLS;20.03.2024 08:00;77;0;0;0;0;51;0
PLS;20.03.2024 09:00;70;0;4;8;0;76;0
PLS;20.03.2024 10:00;77;0;9;8;0;78;0
PLS;20.03.2024 11:00;62;0;4;8;0;80;0
PLS;20.03.2024 12:00;31;0;4;0;0;47;0
PLS;20.03.2024 13:00;23;0;2;8;0;47;0
PLS;20.03.2024 14:00;39;0;13;0;0;36;0
PLS;20.03.2024 15:00;23;0;0;8;0;16;0
PLS;20.03.2024 16:00;8;0;2;0;0;42;0
PLS;20.03.2024 17:00;8;0;2;0;0;56;0
PLS;20.03.2024 18:00;8;0;2;0;0;111;0
PLS;20.03.2024 19:00;39;0;2;0;0;105;0
PLS;20.03.2024 20:00;0;0;9;8;0;69;0
PLS;20.03.2024 21:00;46;0;4;0;0;76;0
PLS;20.03.2024 22:00;93;0;7;8;0;301;0
PLS;20.03.2024 23:00;77;0;11;0;0;383;0
PLS;21.03.2024 00:00;186;0;13;0;0;450;0
PLS;21.03.2024 01:00;162;0;27;16;0;411;0
PLS;21.03.2024 02:00;131;0;6;0;0;225;0
PLS;21.03.2024 03:00;85;0;7;8;0;132;0
PLS;21.03.2024 04:00;132;0;32;16;0;401;0
PLS;21.03.2024 05:00;70;0;17;24;0;294;0
PLS;21.03.2024 06:00;124;0;13;0;0;276;0
PLS;21.03.2024 07:00;108;0;17;0;0;232;0
PLS;21.03.2024 08:00;62;0;7;8;0;243;0
PLS;21.03.2024 09:00;100;0;17;8;0;196;0
PLS;21.03.2024 10:00;62;0;4;0;0;125;0
PLS;21.03.2024 11:00;108;0;13;0;0;116;0
PLS;21.03.2024 12:00;85;0;25;8;0;136;0
PLS;21.03.2024 13:00;93;0;25;0;0;145;0
PLS;21.03.2024 14:00;108;0;13;16;0;80;0
PLS;21.03.2024 15:00;54;0;6;0;0;49;0
PLS;21.03.2024 16:00;54;0;2;0;0;47;0
PLS;21.03.2024 17:00;77;0;21;16;0;205;0
PLS;21.03.2024 18:00;39;0;9;8;0;201;0
PLS;21.03.2024 19:00;23;0;0;0;0;65;0
PLS;21.03.2024 20:00;39;0;2;0;0;56;0
PLS;21.03.2024 21:00;54;0;4;0;0;94;0
PLS;21.03.2024 22:00;62;0;4;0;0;55;0
PLS;21.03.2024 23:00;39;0;2;0;0;58;0
PLS;22.03.2024 00:00;38;0;0;0;0;27;0
PLS;22.03.2024 01:00;15;0;4;0;0;45;0
PLS;22.03.2024 02:00;54;0;0;0;0;64;0
PLS;22.03.2024 03:00;23;0;2;0;0;42;0
PLS;22.03.2024 04:00;31;0;2;0;0;38;0
PLS;22.03.2024 05:00;15;0;4;0;0;56;0
PLS;22.03.2024 06:00;62;0;4;0;0;49;0
PLS;22.03.2024 07:00;310;0;25;8;0;120;0
PLS;22.03.2024 08:00;155;0;11;0;0;91;0
PLS;22.03.2024 09:00;651;0;61;24;0;243;0
PLS;22.03.2024 10:00;116;0;19;8;0;73;0
PLS;22.03.2024 11:00;77;0;11;8;0;49;0
PLS;22.03.2024 12:00;39;0;2;0;0;22;0
PLS;22.03.2024 13:00;31;0;4;0;0;18;0
PLS;22.03.2024 14:00;23;0;0;0;0;4;0
PLS;22.03.2024 15:00;8;0;0;0;0;7;0
PLS;22.03.2024 16:00;8;0;4;0;0;4;0
PLS;22.03.2024 17:00;23;0;2;0;0;40;0
PLS;22.03.2024 18:00;54;0;4;8;0;123;0
PLS;22.03.2024 19:00;108;0;9;8;0;113;0
PLS;22.03.2024 20:00;132;0;11;8;0;189;0
PLS;22.03.2024 21:00;256;0;32;8;0;329;0
PLS;22.03.2024 22:00;426;0;38;24;0;443;0
PLS;22.03.2024 23:00;294;0;15;0;0;430;0
PLS;23.03.2024 00:00;318;0;27;8;0;352;0
PLS;23.03.2024 01:00;217;0;40;16;0;405;0
PLS;23.03.2024 02:00;441;0;50;0;0;363;0
PLS;23.03.2024 03:00;193;0;34;16;0;327;0
PLS;23.03.2024 04:00;488;0;92;24;0;381;0
PLS;23.03.2024 05:00;643;0;82;32;0;265;0
PLS;23.03.2024 06:00;178;0;13;16;0;71;0
PLS;23.03.2024 07:00;124;0;9;0;0;20;0
PLS;23.03.2024 08:00;46;0;4;8;0;11;0
PLS;23.03.2024 09:00;39;0;2;0;0;13;0
PLS;23.03.2024 10:00;54;0;7;0;0;13;0
PLS;23.03.2024 11:00;186;0;4;0;0;27;0
PLS;23.03.2024 12:00;39;0;2;8;0;25;0
PLS;23.03.2024 13:00;39;0;2;0;0;9;0
PLS;23.03.2024 14:00;77;0;7;0;0;22;0
PLS;23.03.2024 15:00;69;0;2;0;0;18;0
PLS;23.03.2024 16:00;15;0;0;0;0;11;0
PLS;23.03.2024 17:00;31;0;2;0;0;9;0
PLS;23.03.2024 18:00;31;0;7;0;0;11;0
PLS;23.03.2024 19:00;70;0;2;0;0;18;0
PLS;23.03.2024 20:00;23;0;4;0;0;25;0
PLS;23.03.2024 21:00;46;0;4;0;0;24;0
PLS;23.03.2024 22:00;46;0;4;0;0;16;0
PLS;23.03.2024 23:00;31;0;2;8;0;13;0
PLS;24.03.2024 00:00;47;0;4;0;0;24;0
PLS;24.03.2024 01:00;23;0;2;8;0;38;0
PLS;24.03.2024 02:00;23;0;0;0;0;11;0
PLS;24.03.2024 03:00;23;0;2;0;0;13;0
PLS;24.03.2024 04:00;0;0;0;0;0;7;0
PLS;24.03.2024 05:00;0;0;0;0;0;7;0
PLS;24.03.2024 06:00;0;0;0;0;0;4;0
PLS;24.03.2024 07:00;0;0;0;0;0;0;0
PLS;24.03.2024 08:00;0;0;0;0;0;0;0
PLS;24.03.2024 09:00;8;0;0;0;0;2;0
PLS;24.03.2024 10:00;8;0;0;0;0;0;0
PLS;24.03.2024 11:00;16;0;0;0;0;4;0
PLS;24.03.2024 12:00;8;0;2;0;0;4;0
PLS;24.03.2024 13:00;15;0;0;0;0;2;0
PLS;24.03.2024 14:00;15;0;2;0;0;7;0
PLS;24.03.2024 15:00;0;0;2;0;0;16;0
PLS;24.03.2024 16:00;0;0;2;0;0;4;0
PLS;24.03.2024 17:00;31;0;2;0;0;16;0
PLS;24.03.2024 18:00;23;0;0;0;0;9;0
PLS;24.03.2024 19:00;15;0;0;0;0;7;0
PLS;24.03.2024 20:00;0;0;0;0;0;18;0
PLS;24.03.2024 21:00;15;0;4;0;0;13;0
PLS;24.03.2024 22:00;23;0;0;0;0;29;0
PLS;24.03.2024 23:00;15;0;4;0;0;13;0
PLS;25.03.2024 00:00;0;0;0;0;0;5;0
PLS;25.03.2024 01:00;15;0;2;0;0;13;0
PLS;25.03.2024 02:00;0;0;0;0;0;16;0
PLS;25.03.2024 03:00;8;0;0;8;0;9;0
PLS;25.03.2024 04:00;0;0;0;0;0;9;0
PLS;25.03.2024 05:00;0;0;0;0;0;11;0
PLS;25.03.2024 06:00;23;0;0;0;0;16;0
PLS;25.03.2024 07:00;8;0;0;0;0;5;0
PLS;25.03.2024 08:00;8;0;2;0;0;11;0
PLS;25.03.2024 09:00;39;0;0;0;0;0;0
PLS;25.03.2024 10:00;54;0;11;0;0;25;0
PLS;25.03.2024 11:00;78;0;2;0;0;9;0
PLS;25.03.2024 12:00;31;0;4;0;0;9;0
PLS;25.03.2024 13:00;108;0;7;0;0;45;0
PLS;25.03.2024 14:00;85;0;4;8;0;42;0
PLS;25.03.2024 15:00;77;0;4;0;0;56;0
PLS;25.03.2024 16:00;62;0;4;8;0;74;0
PLS;25.03.2024 17:00;54;0;4;0;0;27;0
PLS;25.03.2024 18:00;46;0;2;0;0;45;0
PLS;25.03.2024 19:00;46;0;4;0;0;38;0
PLS;25.03.2024 20:00;23;0;6;0;0;25;0
PLS;25.03.2024 21:00;70;0;2;8;0;36;0
PLS;25.03.2024 22:00;54;0;0;0;0;22;0
PLS;25.03.2024 23:00;31;0;0;0;0;27;0
PLS;26.03.2024 00:00;54;0;2;8;0;31;0
PLS;26.03.2024 01:00;23;0;0;0;0;20;0
PLS;26.03.2024 02:00;124;0;2;0;0;29;0
PLS;26.03.2024 03:00;46;0;7;0;0;47;0
PLS;26.03.2024 04:00;46;0;4;16;0;58;0
PLS;26.03.2024 05:00;39;0;6;0;0;58;0
PLS;26.03.2024 06:00;108;0;11;0;0;62;0
PLS;26.03.2024 07:00;77;0;15;0;0;49;0
PLS;26.03.2024 08:00;139;0;21;0;0;53;0
PLS;26.03.2024 09:00;147;0;11;0;0;49;0
PLS;26.03.2024 10:00;225;0;11;8;0;60;0
PLS;26.03.2024 11:00;139;0;19;0;0;51;0
PLS;26.03.2024 12:00;77;0;15;0;0;38;0
PLS;26.03.2024 13:00;147;0;27;0;0;36;0
PLS;26.03.2024 14:00;70;0;13;24;0;36;0
PLS;26.03.2024 15:00;70;0;6;8;0;27;0
PLS;26.03.2024 16:00;116;0;11;16;0;31;0
PLS;26.03.2024 17:00;256;0;17;8;0;38;0
PLS;26.03.2024 18:00;131;0;6;8;0;56;0
PLS;26.03.2024 19:00;201;0;19;40;0;118;0
PLS;26.03.2024 20:00;325;0;42;40;0;134;0
PLS;26.03.2024 21:00;263;0;36;16;0;85;0
PLS;26.03.2024 22:00;325;0;29;24;0;85;0
PLS;26.03.2024 23:00;93;0;11;0;0;22;0
PLS;27.03.2024 00:00;70;0;7;8;0;16;0
PLS;27.03.2024 01:00;31;0;4;8;0;27;0
PLS;27.03.2024 02:00;8;0;2;0;0;7;0
PLS;27.03.2024 03:00;46;0;0;0;0;9;0
PLS;27.03.2024 04:00;0;0;0;0;0;2;0
PLS;27.03.2024 05:00;46;0;9;0;0;13;0
PLS;27.03.2024 06:00;116;0;25;0;0;36;0
PLS;27.03.2024 07:00;8;0;0;0;0;0;0
PLS;27.03.2024 08:00;0;0;0;0;0;0;0
PLS;27.03.2024 09:00;0;0;0;0;0;0;0
PLS;27.03.2024 10:00;0;0;0;0;0;0;0
PLS;27.03.2024 11:00;0;0;0;0;0;0;0
PLS;27.03.2024 12:00;0;0;0;0;0;0;0
PLS;27.03.2024 13:00;0;0;0;0;0;0;0
PLS;27.03.2024 14:00;0;0;0;0;0;0;0
PLS;27.03.2024 15:00;0;0;0;0;0;0;0
PLS;27.03.2024 16:00;0;0;0;0;0;0;0
PLS;27.03.2024 17:00;8;0;0;0;0;2;0
PLS;27.03.2024 18:00;0;0;0;0;0;0;0
PLS;27.03.2024 19:00;0;0;0;0;0;0;0
PLS;27.03.2024 20:00;0;0;0;0;0;2;0
PLS;27.03.2024 21:00;0;0;0;0;0;0;0
PLS;27.03.2024 22:00;0;0;0;0;0;9;0
PLS;27.03.2024 23:00;8;0;0;0;0;4;0
PLS;28.03.2024 00:00;15;0;0;0;0;7;0
PLS;28.03.2024 01:00;0;0;0;0;0;2;0
PLS;28.03.2024 02:00;8;0;0;0;0;13;0
PLS;28.03.2024 03:00;8;0;0;0;0;13;0
PLS;28.03.2024 04:00;23;0;0;0;0;16;0
PLS;28.03.2024 05:00;38;0;0;0;0;25;0
PLS;28.03.2024 06:00;46;0;0;0;0;20;0
PLS;28.03.2024 07:00;8;0;0;0;0;0;0
PLS;28.03.2024 08:00;0;0;0;0;0;0;0
PLS;28.03.2024 09:00;8;0;0;0;0;4;0
PLS;28.03.2024 10:00;46;0;0;0;0;4;0
PLS;28.03.2024 11:00;54;0;0;0;0;13;0
PLS;28.03.2024 12:00;0;0;0;0;0;9;0
PLS;28.03.2024 13:00;54;0;0;0;0;16;0
PLS;28.03.2024 14:00;31;0;0;0;0;31;0
PLS;28.03.2024 15:00;132;0;0;0;0;40;0
PLS;28.03.2024 16:00;62;0;0;0;0;29;0
PLS;28.03.2024 17:00;46;0;0;0;0;27;0
PLS;28.03.2024 18:00;116;0;0;0;0;49;0
PLS;28.03.2024 19:00;54;0;0;0;0;53;0
PLS;28.03.2024 20:00;77;0;0;0;0;31;0
PLS;28.03.2024 21:00;70;0;0;0;0;98;0
PLS;28.03.2024 22:00;140;0;0;0;0;134;0
PLS;28.03.2024 23:00;108;0;0;0;0;134;0
PLS;29.03.2024 00:00;93;0;0;0;0;132;0
PLS;29.03.2024 01:00;155;0;0;0;0;114;0
PLS;29.03.2024 02:00;131;0;0;0;0;140;0
PLS;29.03.2024 03:00;186;0;0;0;0;145;0
PLS;29.03.2024 04:00;132;0;0;0;0;102;0
PLS;29.03.2024 05:00;116;0;0;0;0;120;0
PLS;29.03.2024 06:00;139;0;0;0;0;185;0
PLS;29.03.2024 07:00;116;0;0;0;0;100;0
PLS;29.03.2024 08:00;155;0;0;0;0;103;0
PLS;29.03.2024 09:00;170;0;0;0;0;118;0
PLS;29.03.2024 10:00;217;0;0;0;0;140;0
PLS;29.03.2024 11:00;255;0;0;0;0;162;0
PLS;29.03.2024 12:00;263;0;0;0;0;238;0
PLS;29.03.2024 13:00;449;0;0;0;0;249;0
PLS;29.03.2024 14:00;581;0;0;0;0;216;0
PLS;29.03.2024 15:00;527;0;0;0;0;209;0
PLS;29.03.2024 16:00;519;0;0;0;0;191;0
PLS;29.03.2024 17:00;689;0;0;0;0;156;0
PLS;29.03.2024 18:00;380;0;0;0;0;60;0
PLS;29.03.2024 19:00;234;0;0;0;0;47;0
PLS;29.03.2024 20:00;85;0;0;0;0;29;0
PLS;29.03.2024 21:00;155;0;0;0;0;29;0
PLS;29.03.2024 22:00;15;0;0;0;0;0;0
PLS;29.03.2024 23:00;8;0;0;0;0;2;0
PLS;30.03.2024 00:00;15;0;0;0;0;0;0
PLS;30.03.2024 01:00;0;0;0;0;0;0;0
PLS;30.03.2024 02:00;8;0;0;0;0;0;0
PLS;30.03.2024 03:00;0;0;0;0;0;0;0
PLS;30.03.2024 04:00;0;0;0;0;0;0;0
PLS;30.03.2024 05:00;0;0;0;0;0;0;0
PLS;30.03.2024 06:00;39;0;0;0;0;16;0
PLS;30.03.2024 07:00;163;0;0;0;0;53;0
PLS;30.03.2024 08:00;194;0;0;0;0;51;0
PLS;30.03.2024 09:00;116;0;0;0;0;47;0
PLS;30.03.2024 10:00;333;0;0;0;0;100;0
PLS;30.03.2024 11:00;410;0;0;0;0;194;0
PLS;30.03.2024 12:00;294;0;0;0;0;189;0
PLS;30.03.2024 13:00;287;0;0;0;0;116;0
PLS;30.03.2024 14:00;240;0;0;0;0;82;0
PLS;30.03.2024 15:00;209;0;0;0;0;102;0
PLS;30.03.2024 16:00;178;0;0;0;0;74;0
PLS;30.03.2024 17:00;271;0;0;0;0;111;0
PLS;30.03.2024 18:00;194;0;0;0;0;89;0
PLS;30.03.2024 19:00;139;0;0;0;0;64;0
PLS;30.03.2024 20:00;93;0;0;0;0;60;0
PLS;30.03.2024 21:00;;0;0;0;0;;0
PLS;30.03.2024 22:00;;0;0;0;0;;0
PLS;30.03.2024 23:00;;0;0;0;0;;0
PLS;31.03.2024 00:00;;0;0;0;0;;0
PLS;31.03.2024 01:00;;0;0;0;0;;0
PLS;31.03.2024 02:00;;0;0;0;0;;0
PLS;31.03.2024 03:00;;0;0;0;0;;0
PLS;31.03.2024 04:00;;0;0;0;0;;0
PLS;31.03.2024 05:00;;0;0;0;0;;0
PLS;31.03.2024 06:00;;0;0;0;0;;0
PLS;31.03.2024 07:00;;0;0;0;0;;0
PLS;31.03.2024 08:00;;0;0;0;0;;0
PLS;31.03.2024 09:00;;0;0;0;0;;0
PLS;31.03.2024 10:00;;0;0;0;0;;0
PLS;31.03.2024 11:00;;0;0;0;0;;0
PLS;31.03.2024 12:00;;0;0;0;0;;0
PLS;31.03.2024 13:00;;0;0;0;0;;0
PLS;31.03.2024 14:00;;0;0;0;0;;0
PLS;31.03.2024 15:00;;0;0;0;0;;0
PLS;31.03.2024 16:00;;0;0;0;0;;0
PLS;31.03.2024 17:00;;0;0;0;0;;0
PLS;31.03.2024 18:00;;0;0;0;0;;0
PLS;31.03.2024 19:00;;0;0;0;0;;0
PLS;31.03.2024 20:00;;0;0;0;0;;0
PLS;31.03.2024 21:00;;0;0;0;0;;0
PLS;31.03.2024 22:00;;0;0;0;0;;0
PLS;31.03.2024 23:00;;0;0;0;0;;0
PLS;01.04.2024 00:00;;0;0;0;0;;0
PLS;01.04.2024 01:00;;0;0;0;0;;0
PLS;01.04.2024 02:00;;0;0;0;0;;0
PLS;01.04.2024 03:00;;0;0;0;0;;0
PLS;01.04.2024 04:00;;0;0;0;0;;0
PLS;01.04.2024 05:00;;0;0;0;0;;0
PLS;01.04.2024 06:00;;0;0;0;0;;0
PLS;01.04.2024 07:00;;0;0;0;0;;0
PLS;01.04.2024 08:00;;0;0;0;0;;0
PLS;01.04.2024 09:00;;0;0;0;0;;0
PLS;01.04.2024 10:00;;0;0;0;0;;0
PLS;01.04.2024 11:00;;0;0;0;0;;0
PLS;01.04.2024 12:00;;0;0;0;0;;0
PLS;01.04.2024 13:00;;0;0;0;0;;0
PLS;01.04.2024 14:00;;0;0;0;0;;0
PLS;01.04.2024 15:00;;0;0;0;0;;0
PLS;01.04.2024 16:00;;0;0;0;0;;0
PLS;01.04.2024 17:00;;0;0;0;0;;0
PLS;01.04.2024 18:00;;0;0;0;0;;0
PLS;01.04.2024 19:00;;0;0;0;0;;0
PLS;01.04.2024 20:00;;0;0;0;0;;0
PLS;01.04.2024 21:00;;0;0;0;0;;0
PLS;01.04.2024 22:00;;0;0;0;0;;0
PLS;01.04.2024 23:00;;0;0;0;0;;0
PLS;02.04.2024 00:00;;0;0;0;0;;0
PLS;02.04.2024 01:00;;0;0;0;0;;0
PLS;02.04.2024 02:00;;0;0;0;0;;0
PLS;02.04.2024 03:00;;0;0;0;0;;0
PLS;02.04.2024 04:00;;0;0;0;0;;0
PLS;02.04.2024 05:00;;0;0;0;0;;0
PLS;02.04.2024 06:00;;0;0;0;0;;0
PLS;02.04.2024 07:00;;0;0;0;0;;0
PLS;02.04.2024 08:00;;0;0;0;0;;0
PLS;02.04.2024 09:00;;0;0;0;0;;0
PLS;02.04.2024 10:00;;0;0;0;0;;0
PLS;02.04.2024 11:00;;0;0;0;0;;0
PLS;02.04.2024 12:00;31;0;0;0;0;4;0
PLS;02.04.2024 13:00;93;0;0;0;0;36;0
PLS;02.04.2024 14:00;15;0;0;0;0;27;0
PLS;02.04.2024 15:00;39;0;0;0;0;47;0
PLS;02.04.2024 16:00;62;0;0;0;0;71;0
PLS;02.04.2024 17:00;46;0;0;0;0;67;0
PLS;02.04.2024 18:00;77;0;0;0;0;91;0
PLS;02.04.2024 19:00;77;0;0;0;0;118;0
PLS;02.04.2024 20:00;77;0;0;0;0;100;0
PLS;02.04.2024 21:00;93;0;0;0;0;67;0
PLS;02.04.2024 22:00;54;0;0;0;0;36;0
PLS;02.04.2024 23:00;116;0;0;0;0;91;0
PLS;03.04.2024 00:00;287;0;0;0;0;129;0
PLS;03.04.2024 01:00;170;0;0;0;0;80;0
PLS;03.04.2024 02:00;349;0;0;0;0;132;0
PLS;03.04.2024 03:00;209;0;0;0;0;80;0
PLS;03.04.2024 04:00;124;0;0;0;0;114;0
PLS;03.04.2024 05:00;93;0;0;0;0;109;0
PLS;03.04.2024 06:00;54;0;0;0;0;118;0
PLS;03.04.2024 07:00;147;0;0;0;0;69;0
PLS;03.04.2024 08:00;8;0;0;0;0;2;0
PLS;03.04.2024 09:00;8;0;0;0;0;7;0
PLS;03.04.2024 10:00;8;0;0;0;0;0;0
PLS;03.04.2024 11:00;8;0;0;0;0;2;0
PLS;03.04.2024 12:00;0;0;0;0;0;0;0
PLS;03.04.2024 13:00;0;0;0;0;0;0;0
PLS;03.04.2024 14:00;8;0;0;0;0;0;0
PLS;03.04.2024 15:00;23;0;0;0;0;4;0
PLS;03.04.2024 16:00;8;0;0;0;0;4;0
PLS;03.04.2024 17:00;8;0;0;0;0;4;0
PLS;03.04.2024 18:00;0;0;0;0;0;4;0
PLS;03.04.2024 19:00;0;0;0;0;0;11;0
PLS;03.04.2024 20:00;0;0;0;0;0;4;0
PLS;03.04.2024 21:00;0;0;0;0;0;11;0
PLS;03.04.2024 22:00;0;0;0;0;0;2;0
PLS;03.04.2024 23:00;0;0;0;0;0;0;0
PLS;04.04.2024 00:00;0;0;0;0;0;0;0
PLS;04.04.2024 01:00;0;0;0;0;0;0;0
PLS;04.04.2024 02:00;0;0;0;0;0;0;0
PLS;04.04.2024 03:00;0;0;0;0;0;0;0
PLS;04.04.2024 04:00;0;0;0;0;0;2;0
PLS;04.04.2024 05:00;0;0;0;0;0;7;0
PLS;04.04.2024 06:00;0;0;0;0;0;7;0
PLS;04.04.2024 07:00;0;0;0;0;0;4;0
PLS;04.04.2024 08:00;0;0;0;0;0;4;0
PLS;04.04.2024 09:00;15;0;0;0;0;27;2
PLS;04.04.2024 10:00;0;0;0;0;0;31;0
PLS;04.04.2024 11:00;31;0;0;0;0;87;0
PLS;04.04.2024 12:00;108;0;0;0;0;125;4
PLS;04.04.2024 13:00;178;0;0;0;0;109;7
PLS;04.04.2024 14:00;240;0;0;0;0;105;9
PLS;04.04.2024 15:00;279;0;0;0;0;114;4
PLS;04.04.2024 16:00;294;0;0;0;0;98;7
PLS;04.04.2024 17:00;287;0;0;0;0;91;2
PLS;04.04.2024 18:00;372;0;0;0;0;118;7
PLS;04.04.2024 19:00;403;0;0;0;0;196;15
PLS;04.04.2024 20:00;372;0;0;0;0;207;11
PLS;04.04.2024 21:00;271;0;0;0;0;160;11
PLS;04.04.2024 22:00;279;0;0;0;0;191;15
PLS;04.04.2024 23:00;403;0;0;0;0;249;4
PLS;05.04.2024 00:00;380;0;0;0;0;169;13
PLS;05.04.2024 01:00;240;0;0;0;0;165;19
PLS;05.04.2024 02:00;372;0;0;0;0;163;15
PLS;05.04.2024 03:00;472;0;0;0;0;232;7
PLS;05.04.2024 04:00;736;0;0;0;0;269;4
PLS;05.04.2024 05:00;829;0;0;0;0;216;7
PLS;05.04.2024 06:00;519;0;0;0;0;176;7
PLS;05.04.2024 07:00;488;0;0;0;0;196;9
PLS;05.04.2024 08:00;232;0;0;0;0;212;0
PLS;05.04.2024 09:00;473;0;0;0;0;265;15
PLS;05.04.2024 10:00;349;0;0;0;0;323;11
PLS;05.04.2024 11:00;1088;0;0;0;0;381;15
PLS;05.04.2024 12:00;705;0;0;0;0;278;22
PLS;05.04.2024 13:00;372;0;0;0;0;183;11
PLS;05.04.2024 14:00;310;0;0;0;0;116;11
PLS;05.04.2024 15:00;302;0;0;0;0;154;15
PLS;05.04.2024 16:00;286;0;0;0;0;169;26
PLS;05.04.2024 17:00;348;0;0;0;0;203;53
PLS;05.04.2024 18:00;302;0;0;0;0;212;55
PLS;05.04.2024 19:00;318;0;0;0;0;185;38
PLS;05.04.2024 20:00;380;0;0;0;0;109;55
PLS;05.04.2024 21:00;589;0;0;0;0;225;47
PLS;05.04.2024 22:00;418;0;0;0;0;151;43
PLS;05.04.2024 23:00;403;0;0;0;0;154;22
PLS;06.04.2024 00:00;380;0;0;0;0;129;28
PLS;06.04.2024 01:00;434;0;0;0;0;192;30
PLS;06.04.2024 02:00;395;0;0;0;0;229;13
PLS;06.04.2024 03:00;279;0;0;0;0;187;26
PLS;06.04.2024 04:00;279;0;0;0;0;187;41
PLS;06.04.2024 05:00;310;0;0;0;0;265;11
PLS;06.04.2024 06:00;364;0;0;0;0;256;11
PLS;06.04.2024 07:00;379;0;0;0;0;249;17
PLS;06.04.2024 08:00;341;0;0;0;0;289;4
PLS;06.04.2024 09:00;294;0;0;0;0;247;13
PLS;06.04.2024 10:00;256;0;0;0;0;225;9
PLS;06.04.2024 11:00;209;0;0;0;0;207;9
PLS;06.04.2024 12:00;201;0;0;0;0;249;21
PLS;06.04.2024 13:00;124;0;0;0;0;240;28
PLS;06.04.2024 14:00;163;0;0;0;0;220;4
PLS;06.04.2024 15:00;147;0;0;0;0;292;2
PLS;06.04.2024 16:00;124;0;0;0;0;209;2
PLS;06.04.2024 17:00;163;0;0;0;0;352;26
PLS;06.04.2024 18:00;209;0;0;0;0;343;21
PLS;06.04.2024 19:00;279;0;0;0;0;332;19
PLS;06.04.2024 20:00;287;0;0;0;0;316;32
PLS;06.04.2024 21:00;325;0;0;0;0;347;26
PLS;06.04.2024 22:00;411;0;0;0;0;360;36
PLS;06.04.2024 23:00;325;0;0;0;0;345;17
PLS;07.04.2024 00:00;922;0;0;0;0;470;30
PLS;07.04.2024 01:00;1998;0;0;0;0;641;15
PLS;07.04.2024 02:00;2246;0;0;0;0;539;34
PLS;07.04.2024 03:00;898;0;0;0;0;327;24
