station_abbr;reference_timestamp;rhs150m0;rh9120mv;rhs001m0
AIR;01.07.1988 00:00;371.8;280;12
AIR;01.08.1988 00:00;116.1;66;12
AIR;01.09.1988 00:00;159.5;84;6
AIR;01.10.1988 00:00;553.6;255;15
AIR;01.11.1988 00:00;25.5;12;3
AIR;01.12.1988 00:00;125.9;110;6
AIR;01.01.1989 00:00;0.3;0;0
AIR;01.02.1989 00:00;157.9;193;9
AIR;01.03.1989 00:00;46.5;47;6
AIR;01.04.1989 00:00;483.9;320;19
AIR;01.05.1989 00:00;50.3;27;7
AIR;01.06.1989 00:00;37.8;22;4
AIR;01.07.1989 00:00;101.1;76;12
AIR;01.08.1989 00:00;60;34;9
AIR;01.09.1989 00:00;36.4;19;5
AIR;01.10.1989 00:00;43.4;20;4
AIR;01.11.1989 00:00;174.1;79;5
AIR;01.12.1989 00:00;209.5;182;10
AIR;01.01.1990 00:00;77.3;72;8
AIR;01.02.1990 00:00;234.1;286;13
AIR;01.03.1990 00:00;5.1;5;3
AIR;01.04.1990 00:00;114.2;75;14
AIR;01.05.1990 00:00;71.6;39;11
AIR;01.06.1990 00:00;301.3;172;19
AIR;01.07.1990 00:00;69.4;52;5
AIR;01.08.1990 00:00;66;38;6
AIR;01.09.1990 00:00;41.8;22;5
AIR;01.10.1990 00:00;337.1;155;17
AIR;01.11.1990 00:00;277.5;126;11
AIR;01.12.1990 00:00;102.7;89;8
AIR;01.01.1991 00:00;54.1;51;10
AIR;01.02.1991 00:00;53.2;65;6
AIR;01.03.1991 00:00;332.5;335;13
AIR;01.04.1991 00:00;107.5;71;7
AIR;01.05.1991 00:00;12.9;7;3
AIR;01.06.1991 00:00;271.8;155;12
AIR;01.07.1991 00:00;89.5;67;9
AIR;01.08.1991 00:00;45.7;26;3
AIR;01.09.1991 00:00;462.9;244;8
AIR;01.10.1991 00:00;190.3;88;10
AIR;01.11.1991 00:00;91.9;42;5
AIR;01.12.1991 00:00;204.7;178;4
AIR;01.01.1992 00:00;45.9;43;5
AIR;01.02.1992 00:00;66.6;81;6
AIR;01.03.1992 00:00;168;169;9
AIR;01.04.1992 00:00;116.8;77;9
AIR;01.05.1992 00:00;87.1;47;9
AIR;01.06.1992 00:00;320.1;183;13
AIR;01.07.1992 00:00;87.9;66;9
AIR;01.08.1992 00:00;335.5;192;10
AIR;01.09.1992 00:00;269.2;142;10
AIR;01.10.1992 00:00;169.5;78;16
AIR;01.11.1992 00:00;101.4;46;12
AIR;01.12.1992 00:00;85.9;75;4
AIR;01.01.1993 00:00;34.3;32;6
AIR;01.02.1993 00:00;46.4;57;6
AIR;01.03.1993 00:00;17.8;18;4
AIR;01.04.1993 00:00;169.3;112;14
AIR;01.05.1993 00:00;176.8;96;13
AIR;01.06.1993 00:00;250.6;143;12
AIR;01.07.1993 00:00;201;151;13
AIR;01.08.1993 00:00;143.8;82;11
AIR;01.09.1993 00:00;713;376;17
AIR;01.10.1993 00:00;783.3;361;16
AIR;01.11.1993 00:00;72;33;8
AIR;01.12.1993 00:00;116.8;102;13
AIR;01.01.1994 00:00;326.9;306;15
AIR;01.02.1994 00:00;129.6;158;8
AIR;01.03.1994 00:00;16.1;16;3
AIR;01.04.1994 00:00;72.8;48;9
AIR;01.05.1994 00:00;262.3;143;19
AIR;01.06.1994 00:00;61.6;35;10
AIR;01.07.1994 00:00;40.9;31;9
AIR;01.08.1994 00:00;120.5;69;9
AIR;01.09.1994 00:00;430.9;227;14
AIR;01.10.1994 00:00;105;48;9
AIR;01.11.1994 00:00;201.1;92;10
AIR;01.12.1994 00:00;57.8;50;5
AIR;01.01.1995 00:00;178.3;167;14
AIR;01.02.1995 00:00;108.1;132;8
AIR;01.03.1995 00:00;61.7;62;6
AIR;01.04.1995 00:00;327.6;216;8
AIR;01.05.1995 00:00;153.9;84;11
AIR;01.06.1995 00:00;81.7;47;8
AIR;01.07.1995 00:00;74.2;56;5
AIR;01.08.1995 00:00;101.9;58;12
AIR;01.09.1995 00:00;271.4;143;12
AIR;01.10.1995 00:00;57.4;26;3
AIR;01.11.1995 00:00;135.2;62;9
AIR;01.12.1995 00:00;77.4;67;14
AIR;01.01.1996 00:00;207.7;194;11
AIR;01.02.1996 00:00;67.2;82;6
AIR;01.03.1996 00:00;26.5;27;5
AIR;01.04.1996 00:00;21.9;14;4
AIR;01.05.1996 00:00;489.6;266;16
AIR;01.06.1996 00:00;56.6;32;4
AIR;01.07.1996 00:00;256.3;193;12
AIR;01.08.1996 00:00;234.9;134;15
AIR;01.09.1996 00:00;32.5;17;4
AIR;01.10.1996 00:00;134.7;62;9
AIR;01.11.1996 00:00;557.2;254;20
AIR;01.12.1996 00:00;67.9;59;12
AIR;01.01.1997 00:00;101.7;95;13
AIR;01.02.1997 00:00;47;57;8
AIR;01.03.1997 00:00;19.2;19;4
AIR;01.04.1997 00:00;50.9;34;4
AIR;01.05.1997 00:00;170.9;93;14
AIR;01.06.1997 00:00;475.8;272;18
AIR;01.07.1997 00:00;182.9;138;12
AIR;01.08.1997 00:00;167.7;96;8
AIR;01.09.1997 00:00;11.7;6;4
AIR;01.10.1997 00:00;89.7;41;5
AIR;01.11.1997 00:00;324.7;148;12
AIR;01.12.1997 00:00;141.6;123;11
AIR;01.01.1998 00:00;88;82;12
AIR;01.02.1998 00:00;15.2;19;1
AIR;01.03.1998 00:00;18.4;19;5
AIR;01.04.1998 00:00;469.3;310;17
AIR;01.05.1998 00:00;130.7;71;8
AIR;01.06.1998 00:00;206.5;118;12
AIR;01.07.1998 00:00;127;95;9
AIR;01.08.1998 00:00;104.8;60;7
AIR;01.09.1998 00:00;374.7;198;10
AIR;01.10.1998 00:00;203.1;94;16
AIR;01.11.1998 00:00;57;26;6
AIR;01.12.1998 00:00;32.5;28;5
AIR;01.01.1999 00:00;178;166;9
AIR;01.02.1999 00:00;175.5;214;11
AIR;01.03.1999 00:00;164.9;166;9
AIR;01.04.1999 00:00;138;91;9
AIR;01.05.1999 00:00;209.5;114;13
AIR;01.06.1999 00:00;344.4;197;12
AIR;01.07.1999 00:00;120.8;91;10
AIR;01.08.1999 00:00;192.5;110;19
AIR;01.09.1999 00:00;360.7;190;13
AIR;01.10.1999 00:00;337.1;155;11
AIR;01.11.1999 00:00;93.2;42;7
AIR;01.12.1999 00:00;137.5;120;12
AIR;01.01.2000 00:00;78.1;73;2
AIR;01.02.2000 00:00;78.6;96;7
AIR;01.03.2000 00:00;92.9;94;10
AIR;01.04.2000 00:00;366.3;242;17
AIR;01.05.2000 00:00;113.4;62;15
AIR;01.06.2000 00:00;62.1;35;9
AIR;01.07.2000 00:00;199.6;150;12
AIR;01.08.2000 00:00;115.6;66;11
AIR;01.09.2000 00:00;307;162;7
AIR;01.10.2000 00:00;688.6;317;14
AIR;01.11.2000 00:00;498.2;227;17
AIR;01.12.2000 00:00;135.3;118;13
AIR;01.01.2001 00:00;106;99;15
AIR;01.02.2001 00:00;134.6;164;11
AIR;01.03.2001 00:00;227.1;229;19
AIR;01.04.2001 00:00;94.5;62;6
AIR;01.05.2001 00:00;233.9;127;13
AIR;01.06.2001 00:00;218.8;125;11
AIR;01.07.2001 00:00;275.1;207;9
AIR;01.08.2001 00:00;211.3;121;13
AIR;01.09.2001 00:00;129.2;68;14
AIR;01.10.2001 00:00;173.4;80;8
AIR;01.11.2001 00:00;17.1;8;5
AIR;01.12.2001 00:00;40.7;35;1
AIR;01.01.2002 00:00;18.6;17;3
AIR;01.02.2002 00:00;119.8;146;10
AIR;01.03.2002 00:00;100.7;102;7
AIR;01.04.2002 00:00;48.2;32;7
AIR;01.05.2002 00:00;594.3;323;15
AIR;01.06.2002 00:00;197.6;113;7
AIR;01.07.2002 00:00;187.6;141;15
AIR;01.08.2002 00:00;135.5;78;15
AIR;01.09.2002 00:00;41.7;22;6
AIR;01.10.2002 00:00;108.1;50;9
AIR;01.11.2002 00:00;858;391;23
AIR;01.12.2002 00:00;48.4;42;8
AIR;01.01.2003 00:00;53.2;50;5
AIR;01.02.2003 00:00;45.4;55;3
AIR;01.03.2003 00:00;0;0;0
AIR;01.04.2003 00:00;118.9;79;9
AIR;01.05.2003 00:00;63.2;34;9
AIR;01.06.2003 00:00;56.9;32;7
AIR;01.07.2003 00:00;136.3;102;8
AIR;01.08.2003 00:00;149.8;86;9
AIR;01.09.2003 00:00;65.1;34;8
AIR;01.10.2003 00:00;146.9;68;10
AIR;01.11.2003 00:00;205.3;94;13
AIR;01.12.2003 00:00;146.6;128;11
AIR;01.01.2004 00:00;149.6;140;13
AIR;01.02.2004 00:00;66.2;81;4
AIR;01.03.2004 00:00;29.3;30;5
AIR;01.04.2004 00:00;118.3;78;15
AIR;01.05.2004 00:00;124.7;68;10
AIR;01.06.2004 00:00;52;30;6
AIR;01.07.2004 00:00;100.4;75;8
AIR;01.08.2004 00:00;233.5;134;16
AIR;01.09.2004 00:00;63.7;34;2
AIR;01.10.2004 00:00;381.1;175;14
AIR;01.11.2004 00:00;135.8;62;7
AIR;01.12.2004 00:00;66.4;58;7
AIR;01.01.2005 00:00;40.9;38;5
AIR;01.02.2005 00:00;35.7;44;4
AIR;01.03.2005 00:00;24.5;25;5
AIR;01.04.2005 00:00;124.3;82;8
AIR;01.05.2005 00:00;159.2;87;11
AIR;01.06.2005 00:00;125.8;72;7
AIR;01.07.2005 00:00;108.4;82;8
AIR;01.08.2005 00:00;187.6;107;9
AIR;01.09.2005 00:00;91.9;48;7
AIR;01.10.2005 00:00;36.4;17;5
AIR;01.11.2005 00:00;19.5;9;5
AIR;01.12.2005 00:00;70.1;61;6
AIR;01.01.2006 00:00;63.6;59;4
AIR;01.02.2006 00:00;91;111;7
AIR;01.03.2006 00:00;129;130;10
AIR;01.04.2006 00:00;81.7;54;7
AIR;01.05.2006 00:00;174;95;10
AIR;01.06.2006 00:00;76.4;44;7
AIR;01.07.2006 00:00;50.4;38;10
AIR;01.08.2006 00:00;202.8;116;14
AIR;01.09.2006 00:00;120.6;64;7
AIR;01.10.2006 00:00;133.2;61;10
AIR;01.11.2006 00:00;109.9;50;8
AIR;01.12.2006 00:00;169.3;147;7
AIR;01.01.2007 00:00;95.6;89;9
AIR;01.02.2007 00:00;62;76;7
AIR;01.03.2007 00:00;127.7;129;9
AIR;01.04.2007 00:00;11.9;8;3
AIR;01.05.2007 00:00;278.3;151;12
AIR;01.06.2007 00:00;277.3;158;13
AIR;01.07.2007 00:00;145.9;110;7
AIR;01.08.2007 00:00;187.1;107;14
AIR;01.09.2007 00:00;45.8;24;7
AIR;01.10.2007 00:00;16.4;8;4
AIR;01.11.2007 00:00;124.7;57;5
AIR;01.12.2007 00:00;61.8;54;6
AIR;01.01.2008 00:00;186.1;174;13
AIR;01.02.2008 00:00;48;59;4
AIR;01.03.2008 00:00;83.3;84;7
AIR;01.04.2008 00:00;139.4;92;18
AIR;01.05.2008 00:00;285.7;155;15
AIR;01.06.2008 00:00;98.2;56;13
AIR;01.07.2008 00:00;199.5;150;12
AIR;01.08.2008 00:00;212.5;122;13
AIR;01.09.2008 00:00;394.2;208;11
AIR;01.10.2008 00:00;269.5;124;11
AIR;01.11.2008 00:00;226.2;103;13
AIR;01.12.2008 00:00;129.7;113;15
AIR;01.01.2009 00:00;61.9;58;7
AIR;01.02.2009 00:00;181.3;221;10
AIR;01.03.2009 00:00;151.2;152;13
AIR;01.04.2009 00:00;236;156;12
AIR;01.05.2009 00:00;61;33;7
AIR;01.06.2009 00:00;168.3;96;11
AIR;01.07.2009 00:00;150.7;113;10
AIR;01.08.2009 00:00;111.9;64;10
AIR;01.09.2009 00:00;87.6;46;7
AIR;01.10.2009 00:00;59.3;27;6
AIR;01.11.2009 00:00;243.4;111;14
AIR;01.12.2009 00:00;134.4;117;15
AIR;01.01.2010 00:00;41.2;39;6
AIR;01.02.2010 00:00;71;87;12
AIR;01.03.2010 00:00;134.3;135;9
AIR;01.04.2010 00:00;60.2;40;7
AIR;01.05.2010 00:00;325.6;177;17
AIR;01.06.2010 00:00;184.2;105;10
AIR;01.07.2010 00:00;70.5;53;10
AIR;01.08.2010 00:00;173.6;99;13
AIR;01.09.2010 00:00;115.9;61;5
AIR;01.10.2010 00:00;188.3;87;8
AIR;01.11.2010 00:00;228;104;15
AIR;01.12.2010 00:00;137;119;11
AIR;01.01.2011 00:00;40.1;37;5
AIR;01.02.2011 00:00;58.5;71;3
AIR;01.03.2011 00:00;62.5;63;7
AIR;01.04.2011 00:00;2.5;2;1
AIR;01.05.2011 00:00;48.7;26;7
AIR;01.06.2011 00:00;213.1;122;14
AIR;01.07.2011 00:00;331.4;249;12
AIR;01.08.2011 00:00;175.2;100;8
AIR;01.09.2011 00:00;130.9;69;6
AIR;01.10.2011 00:00;89.5;41;9
AIR;01.11.2011 00:00;212.7;97;6
AIR;01.12.2011 00:00;233.4;203;13
AIR;01.01.2012 00:00;134.6;126;14
AIR;01.02.2012 00:00;1.3;2;0
AIR;01.03.2012 00:00;91;92;4
AIR;01.04.2012 00:00;223;147;18
AIR;01.05.2012 00:00;75.8;41;10
AIR;01.06.2012 00:00;209.9;120;11
AIR;01.07.2012 00:00;145.1;109;12
AIR;01.08.2012 00:00;265.1;152;14
AIR;01.09.2012 00:00;196.1;103;11
AIR;01.10.2012 00:00;134.4;62;15
AIR;01.11.2012 00:00;294.4;134;11
AIR;01.12.2012 00:00;154.8;135;12
AIR;01.01.2013 00:00;23.8;22;2
AIR;01.02.2013 00:00;40.8;50;6
AIR;01.03.2013 00:00;45.1;45;11
AIR;01.04.2013 00:00;335.2;221;13
AIR;01.05.2013 00:00;360.2;196;16
AIR;01.06.2013 00:00;82.5;47;5
AIR;01.07.2013 00:00;110.5;83;6
AIR;01.08.2013 00:00;164;94;10
AIR;01.09.2013 00:00;157.6;83;10
AIR;01.10.2013 00:00;255.3;118;14
AIR;01.11.2013 00:00;127.4;58;16
AIR;01.12.2013 00:00;241.9;211;8
AIR;01.01.2014 00:00;172.1;161;16
AIR;01.02.2014 00:00;235.5;288;18
AIR;01.03.2014 00:00;66.6;67;6
AIR;01.04.2014 00:00;76;50;9
AIR;01.05.2014 00:00;166.9;91;10
AIR;01.06.2014 00:00;141.3;81;8
AIR;01.07.2014 00:00;188;141;15
AIR;01.08.2014 00:00;192.5;110;14
AIR;01.09.2014 00:00;32.2;17;8
AIR;01.10.2014 00:00;226.8;104;17
AIR;01.11.2014 00:00;634.3;289;17
AIR;01.12.2014 00:00;47.8;42;10
AIR;01.01.2015 00:00;185.9;174;16
AIR;01.02.2015 00:00;90.2;110;7
AIR;01.03.2015 00:00;121.9;123;13
AIR;01.04.2015 00:00;57.1;38;8
AIR;01.05.2015 00:00;188.5;102;12
AIR;01.06.2015 00:00;99.2;57;7
AIR;01.07.2015 00:00;48.6;37;9
AIR;01.08.2015 00:00;220.6;126;11
AIR;01.09.2015 00:00;419.4;221;13
AIR;01.10.2015 00:00;164.6;76;12
AIR;01.11.2015 00:00;46.6;21;2
AIR;01.12.2015 00:00;1;1;1
AIR;01.01.2016 00:00;126.5;118;11
AIR;01.02.2016 00:00;152.7;186;15
AIR;01.03.2016 00:00;120.1;121;10
AIR;01.04.2016 00:00;281.3;186;15
AIR;01.05.2016 00:00;162;88;13
AIR;01.06.2016 00:00;194;111;13
AIR;01.07.2016 00:00;81.1;61;10
AIR;01.08.2016 00:00;52.9;30;5
AIR;01.09.2016 00:00;94.5;50;8
AIR;01.10.2016 00:00;96.3;44;7
AIR;01.11.2016 00:00;211.8;97;14
AIR;01.12.2016 00:00;18.7;16;2
AIR;01.01.2017 00:00;33.6;31;6
AIR;01.02.2017 00:00;90.4;110;12
AIR;01.03.2017 00:00;232;234;11
AIR;01.04.2017 00:00;108.8;72;6
AIR;01.05.2017 00:00;112.3;61;11
AIR;01.06.2017 00:00;205.4;117;11
AIR;01.07.2017 00:00;126.4;95;11
AIR;01.08.2017 00:00;186.5;107;10
AIR;01.09.2017 00:00;109.3;58;6
AIR;01.10.2017 00:00;13.5;6;2
AIR;01.11.2017 00:00;71.3;32;7
AIR;01.12.2017 00:00;170;148;12
AIR;01.01.2018 00:00;299.6;280;20
AIR;01.02.2018 00:00;25.4;31;6
AIR;01.03.2018 00:00;164.7;166;11
AIR;01.04.2018 00:00;224.6;148;13
AIR;01.05.2018 00:00;112.4;61;14
AIR;01.06.2018 00:00;91.5;52;6
AIR;01.07.2018 00:00;51.9;39;8
AIR;01.08.2018 00:00;121.5;70;11
AIR;01.09.2018 00:00;34.9;18;8
AIR;01.10.2018 00:00;401.1;185;11
AIR;01.11.2018 00:00;335.7;153;15
AIR;01.12.2018 00:00;123.8;108;11
AIR;01.01.2019 00:00;42.9;40;7
AIR;01.02.2019 00:00;43.5;53;3
AIR;01.03.2019 00:00;104.6;105;12
AIR;01.04.2019 00:00;315;208;8
AIR;01.05.2019 00:00;56.8;31;8
AIR;01.06.2019 00:00;280.3;160;10
AIR;01.07.2019 00:00;46.9;35;8
AIR;01.08.2019 00:00;262.3;150;13
AIR;01.09.2019 00:00;61;32;6
AIR;01.10.2019 00:00;417.3;192;15
AIR;01.11.2019 00:00;339.9;155;21
AIR;01.12.2019 00:00;198.1;172;15
AIR;01.01.2020 00:00;40.9;38;3
AIR;01.02.2020 00:00;77.3;94;12
AIR;01.03.2020 00:00;42.5;43;4
AIR;01.04.2020 00:00;44.8;30;6
AIR;01.05.2020 00:00;128.1;70;13
AIR;01.06.2020 00:00;148.3;85;14
AIR;01.07.2020 00:00;56.6;43;5
AIR;01.08.2020 00:00;234.8;134;11
AIR;01.09.2020 00:00;66.7;35;6
AIR;01.10.2020 00:00;445.8;205;10
AIR;01.11.2020 00:00;8.1;4;1
AIR;01.12.2020 00:00;181;158;14
AIR;01.01.2021 00:00;180.8;169;16
AIR;01.02.2021 00:00;52.1;64;6
AIR;01.03.2021 00:00;33.9;34;5
AIR;01.04.2021 00:00;64.9;43;8
AIR;01.05.2021 00:00;234.4;127;12
AIR;01.06.2021 00:00;200.1;114;12
AIR;01.07.2021 00:00;455.2;342;17
AIR;01.08.2021 00:00;61.7;35;5
AIR;01.09.2021 00:00;77.3;41;5
AIR;01.10.2021 00:00;201.3;93;7
AIR;01.11.2021 00:00;91.5;42;9
AIR;01.12.2021 00:00;54.4;47;9
AIR;01.01.2022 00:00;14.7;14;3
AIR;01.02.2022 00:00;44.8;55;7
AIR;01.03.2022 00:00;17.9;18;5
AIR;01.04.2022 00:00;85.1;56;8
AIR;01.05.2022 00:00;84.9;46;11
AIR;01.06.2022 00:00;152.9;87;13
AIR;01.07.2022 00:00;58.1;44;7
AIR;01.08.2022 00:00;52.6;30;7
AIR;01.09.2022 00:00;103.5;55;11
AIR;01.10.2022 00:00;217.1;100;8
AIR;01.11.2022 00:00;50.4;23;8
AIR;01.12.2022 00:00;113.2;99;10
AIR;01.01.2023 00:00;25.8;24;4
AIR;01.02.2023 00:00;5.5;7;3
AIR;01.03.2023 00:00;108.3;109;12
AIR;01.04.2023 00:00;95.7;63;8
AIR;01.05.2023 00:00;76;41;10
AIR;01.06.2023 00:00;104.6;60;11
AIR;01.07.2023 00:00;77.5;58;10
AIR;01.08.2023 00:00;172;98;10
AIR;01.09.2023 00:00;159.3;84;9
AIR;01.10.2023 00:00;412.3;190;13
AIR;01.11.2023 00:00;148.8;68;19
AIR;01.12.2023 00:00;117.3;102;10
AIR;01.01.2024 00:00;47.6;44;9
AIR;01.02.2024 00:00;179.5;219;10
AIR;01.03.2024 00:00;374.9;378;17
AIR;01.04.2024 00:00;119.8;79;10
AIR;01.05.2024 00:00;143.3;78;18
AIR;01.06.2024 00:00;276;158;12
AIR;01.07.2024 00:00;85.6;64;8
AIR;01.08.2024 00:00;65.4;37;7
AIR;01.09.2024 00:00;229.1;121;11
AIR;01.10.2024 00:00;318.2;147;15
AIR;01.11.2024 00:00;67.5;31;6
AIR;01.12.2024 00:00;49.8;43;6
AIR;01.01.2025 00:00;140.7;131;17
AIR;01.02.2025 00:00;36.4;44;6
AIR;01.03.2025 00:00;100.6;101;10
AIR;01.04.2025 00:00;164.5;109;13
AIR;01.05.2025 00:00;100.5;55;11
AIR;01.06.2025 00:00;178;102;11
AIR;01.07.2025 00:00;129.8;98;12
